DEBUG: General     , 1759712274657> 17,385,802,747> LoggerManager.init                  > Initializing...
LOG  : Mod         , 1759712289177> 17,385,817,262> mod "83amgeneralM923" overrides 42.0/media/lua/shared/translate/en/recipes_en.txt
LOG  : Mod         , 1759712289177> 17,385,817,263> mod "83amgeneralM923" overrides preview.png
LOG  : Mod         , 1759712289178> 17,385,817,264> mod "83amgeneralM923" overrides media/lua/shared/translate/de/ig_ui_de.txt
LOG  : Mod         , 1759712289178> 17,385,817,264> mod "83amgeneralM923" overrides media/lua/shared/translate/ko/ig_ui_ko.txt
LOG  : Mod         , 1759712289178> 17,385,817,264> mod "83amgeneralM923" overrides media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1759712289180> 17,385,817,265> loading MedMag
LOG  : Mod         , 1759712289180> 17,385,817,265> mod "MedMag" overrides media/lua/shared/translate/ru/itemname_ru.txt
LOG  : Mod         , 1759712289180> 17,385,817,266> loading SimpleReadWhileWalking41
LOG  : Mod         , 1759712289180> 17,385,817,266> mod "SimpleReadWhileWalking41" overrides 42/icon.png
LOG  : Mod         , 1759712289180> 17,385,817,266> mod "SimpleReadWhileWalking41" overrides 42/media/lua/shared/translate/de/ui_de.txt
LOG  : Mod         , 1759712289180> 17,385,817,266> mod "SimpleReadWhileWalking41" overrides 42/media/lua/shared/translate/jp/ui_jp.txt
LOG  : Mod         , 1759712289181> 17,385,817,266> mod "SimpleReadWhileWalking41" overrides 42/media/lua/shared/translate/cn/ui_cn.txt
LOG  : Mod         , 1759712289181> 17,385,817,266> mod "SimpleReadWhileWalking41" overrides 42/media/lua/shared/translate/pt/ui_pt.txt
LOG  : Mod         , 1759712289181> 17,385,817,266> mod "SimpleReadWhileWalking41" overrides 42/media/lua/shared/translate/ko/ui_ko.txt
LOG  : Mod         , 1759712289181> 17,385,817,266> mod "SimpleReadWhileWalking41" overrides 42/media/lua/shared/translate/en/ui_en.txt
LOG  : Mod         , 1759712289181> 17,385,817,266> mod "SimpleReadWhileWalking41" overrides 42/media/lua/shared/translate/es/ui_es.txt
LOG  : Mod         , 1759712289181> 17,385,817,266> mod "SimpleReadWhileWalking41" overrides 42/media/lua/shared/translate/ru/ui_ru.txt
LOG  : Mod         , 1759712289181> 17,385,817,266> mod "SimpleReadWhileWalking41" overrides 42/media/lua/shared/translate/fr/ui_fr.txt
LOG  : Mod         , 1759712289181> 17,385,817,266> mod "SimpleReadWhileWalking41" overrides 42/media/lua/shared/translate/ptbr/ui_ptbr.txt
LOG  : Mod         , 1759712289181> 17,385,817,266> mod "SimpleReadWhileWalking41" overrides 42/media/lua/shared/translate/ch/ui_ch.txt
LOG  : Mod         , 1759712289181> 17,385,817,266> mod "SimpleReadWhileWalking41" overrides media/lua/shared/translate/en/ui_en.txt
LOG  : Mod         , 1759712289181> 17,385,817,266> mod "SimpleReadWhileWalking41" overrides media/lua/shared/translate/en/sandbox_en.txt
LOG  : Mod         , 1759712289181> 17,385,817,266> mod "SimpleReadWhileWalking41" overrides media/lua/shared/translate/ru/ui_ru.txt
LOG  : Mod         , 1759712289181> 17,385,817,266> mod "SimpleReadWhileWalking41" overrides media/lua/shared/translate/ru/sandbox_ru.txt
LOG  : Mod         , 1759712289181> 17,385,817,267> mod "SimpleReadWhileWalking41" overrides media/sandbox-options.txt
LOG  : Mod         , 1759712289181> 17,385,817,267> loading 92nissanGTR
LOG  : Mod         , 1759712289182> 17,385,817,267> mod "92nissanGTR" overrides 42.0/icon.png
LOG  : Mod         , 1759712289182> 17,385,817,268> mod "92nissanGTR" overrides 42.0/preview.png
LOG  : Mod         , 1759712289182> 17,385,817,268> mod "92nissanGTR" overrides 42.0/media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1759712289182> 17,385,817,268> mod "92nissanGTR" overrides 42.0/media/lua/shared/translate/en/recipes_en.txt
LOG  : Mod         , 1759712289183> 17,385,817,268> mod "92nissanGTR" overrides preview.png
LOG  : Mod         , 1759712289184> 17,385,817,270> mod "92nissanGTR" overrides media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1759712289186> 17,385,817,272> loading truemusic
LOG  : Mod         , 1759712289187> 17,385,817,272> mod "truemusic" overrides changelog.txt
LOG  : Mod         , 1759712289187> 17,385,817,272> mod "truemusic" overrides preview_1.png
LOG  : Mod         , 1759712289187> 17,385,817,272> mod "truemusic" overrides preview.png
LOG  : Mod         , 1759712289187> 17,385,817,273> mod "truemusic" overrides media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1759712289187> 17,385,817,273> mod "truemusic" overrides media/lua/shared/translate/en/tooltip_en.txt
LOG  : Mod         , 1759712289187> 17,385,817,273> mod "truemusic" overrides media/lua/shared/translate/en/recipes_en.txt
LOG  : Mod         , 1759712289187> 17,385,817,273> mod "truemusic" overrides media/lua/shared/translate/en/itemname_en.txt
LOG  : Mod         , 1759712289187> 17,385,817,273> mod "truemusic" overrides media/lua/shared/translate/ru/ig_ui_ru.txt
LOG  : Mod         , 1759712289187> 17,385,817,273> mod "truemusic" overrides media/lua/shared/translate/ru/recipes_ru.txt
LOG  : Mod         , 1759712289187> 17,385,817,273> mod "truemusic" overrides media/lua/shared/translate/ru/itemname_ru.txt
LOG  : Mod         , 1759712289187> 17,385,817,273> mod "truemusic" overrides media/lua/shared/translate/ru/tooltip_ru.txt
LOG  : Mod         , 1759712289189> 17,385,817,275> loading MoodleFramework
LOG  : Mod         , 1759712289189> 17,385,817,275> mod "MoodleFramework" overrides 42.0/media/lua/shared/translate/en/ui_en.txt
LOG  : Mod         , 1759712289190> 17,385,817,275> loading 70dodge
LOG  : Mod         , 1759712289190> 17,385,817,276> mod "70dodge" overrides 42.0/icon.png
LOG  : Mod         , 1759712289190> 17,385,817,276> mod "70dodge" overrides 42.0/preview.png
LOG  : Mod         , 1759712289191> 17,385,817,276> mod "70dodge" overrides 42.0/media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1759712289191> 17,385,817,276> mod "70dodge" overrides 42.0/media/lua/shared/translate/en/recipes_en.txt
LOG  : Mod         , 1759712289191> 17,385,817,276> mod "70dodge" overrides preview.png
LOG  : Mod         , 1759712289192> 17,385,817,278> mod "70dodge" overrides common/media/textures/vehicles/vehicles_70dodgeta_wheel_interior.png
LOG  : Mod         , 1759712289192> 17,385,817,278> mod "70dodge" overrides common/media/textures/vehicles/objects_70dodgeta_interior.png
LOG  : Mod         , 1759712289193> 17,385,817,278> mod "70dodge" overrides media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1759712289193> 17,385,817,278> mod "70dodge" overrides media/lua/shared/translate/es/itemname_es.txt
LOG  : Mod         , 1759712289193> 17,385,817,278> mod "70dodge" overrides media/lua/shared/translate/es/recipes_es.txt
LOG  : Mod         , 1759712289193> 17,385,817,278> mod "70dodge" overrides media/lua/shared/translate/es/ig_ui_es.txt
LOG  : Mod         , 1759712289194> 17,385,817,280> mod "70dodge" overrides media/textures/vehicles/vehicles_70dodgeta_wheel_interior.png
LOG  : Mod         , 1759712289194> 17,385,817,280> mod "70dodge" overrides media/textures/vehicles/objects_70dodgeta_interior.png
LOG  : Mod         , 1759712289195> 17,385,817,280> loading BB_CommonSense
LOG  : Mod         , 1759712289195> 17,385,817,281> mod "BB_CommonSense" overrides icon.png
LOG  : Mod         , 1759712289195> 17,385,817,281> mod "BB_CommonSense" overrides 42.0/icon.png
LOG  : Mod         , 1759712289196> 17,385,817,282> mod "BB_CommonSense" overrides 42.0/media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1759712289196> 17,385,817,282> mod "BB_CommonSense" overrides 42.0/media/lua/shared/translate/en/sandbox_en.txt
LOG  : Mod         , 1759712289196> 17,385,817,282> mod "BB_CommonSense" overrides 42.0/media/lua/shared/translate/en/tooltip_en.txt
LOG  : Mod         , 1759712289196> 17,385,817,282> mod "BB_CommonSense" overrides 42.0/media/lua/shared/translate/en/recipes_en.txt
LOG  : Mod         , 1759712289197> 17,385,817,283> mod "BB_CommonSense" overrides 42.0/media/sandbox-options.txt
LOG  : Mod         , 1759712289197> 17,385,817,283> mod "BB_CommonSense" overrides media/lua/shared/translate/th/contextmenu_th.txt
LOG  : Mod         , 1759712289197> 17,385,817,283> mod "BB_CommonSense" overrides media/lua/shared/translate/th/recipes_th.txt
LOG  : Mod         , 1759712289197> 17,385,817,283> mod "BB_CommonSense" overrides media/lua/shared/translate/th/sandbox_th.txt
LOG  : Mod         , 1759712289197> 17,385,817,283> mod "BB_CommonSense" overrides media/lua/shared/translate/th/tooltip_th.txt
LOG  : Mod         , 1759712289198> 17,385,817,283> mod "BB_CommonSense" overrides media/lua/shared/translate/th/ig_ui_th.txt
LOG  : Mod         , 1759712289198> 17,385,817,283> mod "BB_CommonSense" overrides media/lua/shared/translate/de/tooltip_de.txt
LOG  : Mod         , 1759712289198> 17,385,817,283> mod "BB_CommonSense" overrides media/lua/shared/translate/de/ig_ui_de.txt
LOG  : Mod         , 1759712289198> 17,385,817,283> mod "BB_CommonSense" overrides media/lua/shared/translate/de/sandbox_de.txt
LOG  : Mod         , 1759712289198> 17,385,817,283> mod "BB_CommonSense" overrides media/lua/shared/translate/de/contextmenu_de.txt
LOG  : Mod         , 1759712289198> 17,385,817,283> mod "BB_CommonSense" overrides media/lua/shared/translate/de/recipes_de.txt
LOG  : Mod         , 1759712289198> 17,385,817,283> mod "BB_CommonSense" overrides media/lua/shared/translate/jp/sandbox_jp.txt
LOG  : Mod         , 1759712289198> 17,385,817,283> mod "BB_CommonSense" overrides media/lua/shared/translate/jp/contextmenu_jp.txt
LOG  : Mod         , 1759712289198> 17,385,817,283> mod "BB_CommonSense" overrides media/lua/shared/translate/jp/recipes_jp.txt
LOG  : Mod         , 1759712289198> 17,385,817,283> mod "BB_CommonSense" overrides media/lua/shared/translate/jp/ig_ui_jp.txt
LOG  : Mod         , 1759712289198> 17,385,817,283> mod "BB_CommonSense" overrides media/lua/shared/translate/jp/tooltip_jp.txt
LOG  : Mod         , 1759712289198> 17,385,817,283> mod "BB_CommonSense" overrides media/lua/shared/translate/cn/recipes_cn.txt
LOG  : Mod         , 1759712289198> 17,385,817,283> mod "BB_CommonSense" overrides media/lua/shared/translate/cn/tooltip_cn.txt
LOG  : Mod         , 1759712289198> 17,385,817,283> mod "BB_CommonSense" overrides media/lua/shared/translate/cn/ig_ui_cn.txt
LOG  : Mod         , 1759712289198> 17,385,817,283> mod "BB_CommonSense" overrides media/lua/shared/translate/cn/sandbox_cn.txt
LOG  : Mod         , 1759712289198> 17,385,817,283> mod "BB_CommonSense" overrides media/lua/shared/translate/cn/contextmenu_cn.txt
LOG  : Mod         , 1759712289198> 17,385,817,284> mod "BB_CommonSense" overrides media/lua/shared/translate/pt/recipes_pt.txt
LOG  : Mod         , 1759712289198> 17,385,817,284> mod "BB_CommonSense" overrides media/lua/shared/translate/pt/tooltip_pt.txt
LOG  : Mod         , 1759712289198> 17,385,817,284> mod "BB_CommonSense" overrides media/lua/shared/translate/pt/ig_ui_pt.txt
LOG  : Mod         , 1759712289198> 17,385,817,284> mod "BB_CommonSense" overrides media/lua/shared/translate/pt/contextmenu_pt.txt
LOG  : Mod         , 1759712289198> 17,385,817,284> mod "BB_CommonSense" overrides media/lua/shared/translate/it/recipes_it.txt
LOG  : Mod         , 1759712289198> 17,385,817,284> mod "BB_CommonSense" overrides media/lua/shared/translate/it/tooltip_it.txt
LOG  : Mod         , 1759712289198> 17,385,817,284> mod "BB_CommonSense" overrides media/lua/shared/translate/it/sandbox_it.txt
LOG  : Mod         , 1759712289198> 17,385,817,284> mod "BB_CommonSense" overrides media/lua/shared/translate/it/ig_ui_it.txt
LOG  : Mod         , 1759712289198> 17,385,817,284> mod "BB_CommonSense" overrides media/lua/shared/translate/it/contextmenu_it.txt
LOG  : Mod         , 1759712289198> 17,385,817,284> mod "BB_CommonSense" overrides media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1759712289198> 17,385,817,284> mod "BB_CommonSense" overrides media/lua/shared/translate/en/contextmenu_en.txt
LOG  : Mod         , 1759712289198> 17,385,817,284> mod "BB_CommonSense" overrides media/lua/shared/translate/en/sandbox_en.txt
LOG  : Mod         , 1759712289198> 17,385,817,284> mod "BB_CommonSense" overrides media/lua/shared/translate/en/tooltip_en.txt
LOG  : Mod         , 1759712289199> 17,385,817,284> mod "BB_CommonSense" overrides media/lua/shared/translate/en/recipes_en.txt
LOG  : Mod         , 1759712289199> 17,385,817,284> mod "BB_CommonSense" overrides media/lua/shared/translate/pl/ig_ui_pl.txt
LOG  : Mod         , 1759712289199> 17,385,817,284> mod "BB_CommonSense" overrides media/lua/shared/translate/pl/tooltip_pl.txt
LOG  : Mod         , 1759712289199> 17,385,817,284> mod "BB_CommonSense" overrides media/lua/shared/translate/pl/contextmenu_pl.txt
LOG  : Mod         , 1759712289199> 17,385,817,284> mod "BB_CommonSense" overrides media/lua/shared/translate/pl/recipes_pl.txt
LOG  : Mod         , 1759712289199> 17,385,817,284> mod "BB_CommonSense" overrides media/lua/shared/translate/pl/sandbox_pl.txt
LOG  : Mod         , 1759712289199> 17,385,817,284> mod "BB_CommonSense" overrides media/lua/shared/translate/es/contextmenu_es.txt
LOG  : Mod         , 1759712289199> 17,385,817,284> mod "BB_CommonSense" overrides media/lua/shared/translate/es/recipes_es.txt
LOG  : Mod         , 1759712289199> 17,385,817,284> mod "BB_CommonSense" overrides media/lua/shared/translate/es/ig_ui_es.txt
LOG  : Mod         , 1759712289199> 17,385,817,284> mod "BB_CommonSense" overrides media/lua/shared/translate/es/tooltip_es.txt
LOG  : Mod         , 1759712289199> 17,385,817,284> mod "BB_CommonSense" overrides media/lua/shared/translate/es/sandbox_es.txt
LOG  : Mod         , 1759712289199> 17,385,817,284> mod "BB_CommonSense" overrides media/lua/shared/translate/ru/contextmenu_ru.txt
LOG  : Mod         , 1759712289199> 17,385,817,284> mod "BB_CommonSense" overrides media/lua/shared/translate/ru/ig_ui_ru.txt
LOG  : Mod         , 1759712289199> 17,385,817,284> mod "BB_CommonSense" overrides media/lua/shared/translate/ru/recipes_ru.txt
LOG  : Mod         , 1759712289199> 17,385,817,284> mod "BB_CommonSense" overrides media/lua/shared/translate/ru/sandbox_ru.txt
LOG  : Mod         , 1759712289199> 17,385,817,284> mod "BB_CommonSense" overrides media/lua/shared/translate/ru/tooltip_ru.txt
LOG  : Mod         , 1759712289199> 17,385,817,285> mod "BB_CommonSense" overrides media/lua/shared/translate/fr/ig_ui_fr.txt
LOG  : Mod         , 1759712289199> 17,385,817,285> mod "BB_CommonSense" overrides media/lua/shared/translate/fr/contextmenu_fr.txt
LOG  : Mod         , 1759712289199> 17,385,817,285> mod "BB_CommonSense" overrides media/lua/shared/translate/fr/tooltip_fr.txt
LOG  : Mod         , 1759712289199> 17,385,817,285> mod "BB_CommonSense" overrides media/lua/shared/translate/fr/sandbox_fr.txt
LOG  : Mod         , 1759712289199> 17,385,817,285> mod "BB_CommonSense" overrides media/lua/shared/translate/fr/recipes_fr.txt
LOG  : Mod         , 1759712289199> 17,385,817,285> mod "BB_CommonSense" overrides media/lua/shared/translate/ptbr/tooltip_ptbr.txt
LOG  : Mod         , 1759712289199> 17,385,817,285> mod "BB_CommonSense" overrides media/lua/shared/translate/ptbr/sandbox_ptbr.txt
LOG  : Mod         , 1759712289199> 17,385,817,285> mod "BB_CommonSense" overrides media/lua/shared/translate/ptbr/recipes_ptbr.txt
LOG  : Mod         , 1759712289199> 17,385,817,285> mod "BB_CommonSense" overrides media/lua/shared/translate/ptbr/ig_ui_ptbr.txt
LOG  : Mod         , 1759712289199> 17,385,817,285> mod "BB_CommonSense" overrides media/lua/shared/translate/ptbr/contextmenu_ptbr.txt
LOG  : Mod         , 1759712289199> 17,385,817,285> mod "BB_CommonSense" overrides media/lua/shared/translate/ch/contextmenu_ch.txt
LOG  : Mod         , 1759712289199> 17,385,817,285> mod "BB_CommonSense" overrides media/lua/shared/translate/ch/sandbox_ch.txt
LOG  : Mod         , 1759712289199> 17,385,817,285> mod "BB_CommonSense" overrides media/lua/shared/translate/ch/tooltip_ch.txt
LOG  : Mod         , 1759712289199> 17,385,817,285> mod "BB_CommonSense" overrides media/lua/shared/translate/ch/recipes_ch.txt
LOG  : Mod         , 1759712289200> 17,385,817,285> mod "BB_CommonSense" overrides media/lua/shared/translate/ch/ig_ui_ch.txt
LOG  : Mod         , 1759712289200> 17,385,817,285> mod "BB_CommonSense" overrides media/sandbox-options.txt
LOG  : Mod         , 1759712289200> 17,385,817,285> loading Insurgent
LOG  : Mod         , 1759712289200> 17,385,817,286> mod "Insurgent" overrides media/lua/shared/translate/en/ui_en.txt
LOG  : Mod         , 1759712289201> 17,385,817,286> mod "Insurgent" overrides media/lua/shared/translate/ru/ui_ru.txt
LOG  : Mod         , 1759712289201> 17,385,817,286> mod "Insurgent" overrides media/lua/shared/translate/ru/itemname_ru.txt
LOG  : Mod         , 1759712289201> 17,385,817,287> mod "Insurgent" overrides media/fileguidtable.xml
LOG  : Mod         , 1759712289202> 17,385,817,287> mod "Insurgent" overrides media/clothing/clothing.xml
LOG  : Mod         , 1759712289203> 17,385,817,288> loading InsurgentBRITAWEAPONS
LOG  : Mod         , 1759712289203> 17,385,817,289> loading RosewoodVHSGunStores
LOG  : Mod         , 1759712289203> 17,385,817,289> loading Wheelbarrow
LOG  : Mod         , 1759712289204> 17,385,817,289> mod "Wheelbarrow" overrides media/fileguidtable.xml
LOG  : Mod         , 1759712289204> 17,385,817,290> loading 92fordCVPI
LOG  : Mod         , 1759712289205> 17,385,817,291> mod "92fordCVPI" overrides 42.0/icon.png
LOG  : Mod         , 1759712289205> 17,385,817,291> mod "92fordCVPI" overrides 42.0/preview.png
LOG  : Mod         , 1759712289205> 17,385,817,291> mod "92fordCVPI" overrides 42.0/media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1759712289205> 17,385,817,291> mod "92fordCVPI" overrides 42.0/media/lua/shared/translate/en/recipes_en.txt
LOG  : Mod         , 1759712289206> 17,385,817,291> mod "92fordCVPI" overrides preview.png
